video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
y70DZF9vJv4,Word of the Day: recess (n) 下課時間,recess (n),下課時間,huxi,彰化縣溪湖鎮湖西國小,xihu,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=y70DZF9vJv4
HxWsva8SY6Y,Word of the Day: basketball (n) 籃球,basketball (n),籃球,mingjheng,彰化縣秀水鄉明正國小,xiushui,Students love to play basketball during recess.,學生們喜歡在下課時打籃球。,A pick-up game is an on-the-spot game for basketball.,鬥牛就是現場組隊比賽的籃球。,https://www.youtube.com/watch?v=HxWsva8SY6Y
mVKHyXFye6I,Word of the Day: wash your hands 洗手,wash your hands,洗手,mingjheng,彰化縣秀水鄉明正國小,xiushui,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=mVKHyXFye6I
YhcouxGMLJU,Word of the Day: professional development 專業進修,professional development,專業進修,mingjheng,彰化縣秀水鄉明正國小,xiushui,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=YhcouxGMLJU
-Q4OtOJp2wo,Word of the Day: write (v) 寫,write (v),寫,heren,彰化縣和美鎮和仁國小,hemei,The students write in their workbooks.,同學們在習作本上寫字。,They are focused on writing neatly.,他們很專注把字寫工整。,https://www.youtube.com/watch?v=-Q4OtOJp2wo
dkktCn97CmQ,Word of the Day: professional development 專業進修,professional development,專業進修,heren,彰化縣和美鎮和仁國小,hemei,"In Taiwan, all elementary schools have professional development on Wednesday afternoons.",台灣所有小學老師在週三下午有專業進修。,Teachers learn new skills and strategies during their professional development.,老師在專業進修時學習新技能與教學策略。,https://www.youtube.com/watch?v=dkktCn97CmQ
b7jXlL8bK9g,Word of the Day: sweep (v) 掃地,sweep (v),掃地,heren,彰化縣和美鎮和仁國小,hemei,The students sweep the floor outside.,學生們在外面掃地。,They sweep the dust into the dustpan.,他們把塵土掃到畚斗。,https://www.youtube.com/watch?v=b7jXlL8bK9g
Nkfg0AK4goo,Word of the Day: dance (v) 跳舞,dance (v),跳舞,heren,彰化縣和美鎮和仁國小,hemei,The students dance to the music.,學生們跟隨著音樂節奏跳舞。,The students dance together in class.,學生們在課堂上一起舞蹈。,https://www.youtube.com/watch?v=Nkfg0AK4goo
45b8VFl7318,Word of the Day: recess (n) 下課時間,recess (n),下課時間,heren,彰化縣和美鎮和仁國小,hemei,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、並且玩得開心。,https://www.youtube.com/watch?v=45b8VFl7318
JueOZsY5DCA,Word of the Day: write (v) 寫,write (v),寫,wunde,彰化縣芬園鄉文德國小,fenyuan,The students write in their workbooks.,同學們在習作本上寫字。,They are focused on writing neatly.,他們很專注把字寫工整。,https://www.youtube.com/watch?v=JueOZsY5DCA
JHrBSeSumPo,Word of the Day: ukulele (n) 烏克麗麗,ukulele (n),烏克麗麗,wunde,彰化縣芬園鄉文德國小,fenyuan,The ukulele is a small musical instrument.,烏克麗麗是很小型的樂器。,All the students play their ukuleles together.,同學們一起彈烏克麗麗。,https://www.youtube.com/watch?v=JHrBSeSumPo
7m82Q8tJN3A,Word of the Day: exam (n) 考試,exam (n),考試,wunde,彰化縣芬園鄉文德國小,fenyuan,The students are taking an exam.,同學們正在考試。,They are working hard on their exam.,考試中他們很努力地作答。,https://www.youtube.com/watch?v=7m82Q8tJN3A
RmRu4wCFzS4,Word of the Day: plant (n) 植物,plant (n),植物,chungshan,彰化縣彰化市中山國小,changhua-city,The students go outside to learn about plants.,學生們到教室外面學習植物的知識。,They discover different kinds of plants around their school.,他們在校園內發掘不同種類的植物。,https://www.youtube.com/watch?v=RmRu4wCFzS4
OeFrrau8XrQ,Word of the Day: storyteller (n) 講故事的人,storyteller (n),講故事的人,chungshan,彰化縣彰化市中山國小,changhua-city,A good storyteller teaches a lesson and entertains you at the same time.,一個擅長講說故事的人可以教導大家道理，同時又兼具娛樂大眾。,The storytellers can use real or fictional information to tell a story.,說故事的人可能用真實或者是虛構的情節來說故事。,https://www.youtube.com/watch?v=OeFrrau8XrQ
TTRsLEbrxM0,Word of the Day: drum (n) 鼓,drum (n),鼓,wunde,彰化縣芬園鄉文德國小,fenyuan,The students practice playing their drums.,同學們正在打鼓。,Playing the drum is a popular activity in Taiwan.,在台灣，打鼓是非常普遍的活動。,https://www.youtube.com/watch?v=TTRsLEbrxM0
019HGZgCXrg,Word of the Day: swimming class 游泳課,swimming class,游泳課,chungshan,彰化縣彰化市中山國小,changhua-city,The students are stretching for swimming class.,學生們正在為游泳課做伸展運動。,The students are practicing swimming in swimming class.,學生們正在游泳課上練習游泳。,https://www.youtube.com/watch?v=019HGZgCXrg
MnCbE2UlYX4,Word of the Day: dance (v) 跳舞,dance (v),跳舞,fushing,彰化縣永靖鄉福興國小,yongjing,Students are dancing together to music.,同學們隨著音樂節拍跳舞。,Pom-poms are fun to shake while you dance.,跳舞時揮舞彩球很好玩。,https://www.youtube.com/watch?v=MnCbE2UlYX4
odPKfxqtSfc,Word of the Day: kick (v) 打水,kick (v),打水,chungshan,彰化縣彰化市中山國小,changhua-city,The students sit at the edge of the pool and practice kicking in the water.,同學們坐在泳游池旁邊練習打水。,You can practice kicking in the water before you learn how to swim.,在你還沒學會游泳前可以先練習打水。,https://www.youtube.com/watch?v=odPKfxqtSfc
-pAc5LbMnv4,Word of the Day: professional development 專業進修,professional development,專業進修,chungshan,彰化縣彰化市中山國小,changhua-city,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=-pAc5LbMnv4
kTdxSWbDXUU,Word of the Day: swing (v) 盪鞦韆,swing (v),盪鞦韆,chungshan,彰化縣彰化市中山國小,changhua-city,"During recess, students like to swing.",下課時，學生們喜歡玩盪鞦韆。,You kick your legs up and down to swing.,盪鞦韆時，你的腳要上下踢動。,https://www.youtube.com/watch?v=kTdxSWbDXUU
Ln8WDRb-lCQ,Word of the Day: wash your hands 洗手,wash your hands,洗手,chungshan,彰化縣彰化市中山國小,changhua-city,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=Ln8WDRb-lCQ
ve9MOph2ee8,Word of the Day: badminton (n) 羽球,badminton (n),羽球,fushing,彰化縣永靖鄉福興國小,yongjing,These students are learning to play badminton.,學生們正在學習打羽毛球。,Badminton can be a single or team sport.,羽毛球可以是單人運動，也可以是團隊運動。,https://www.youtube.com/watch?v=ve9MOph2ee8
gTxGsqGhJbE,Word of the Day: check out 借書,check out,借書,chungshan,彰化縣彰化市中山國小,changhua-city,The students check out books from the library at recess.,同學們利用下課到圖書室借書。,"After the librarian checks out the students' books, they can take them home to read.",向圖書館員辦理借閱手續後，同學們可以將書帶回家看。,https://www.youtube.com/watch?v=gTxGsqGhJbE
Px-o2G2KC48,Word of the Day: climbing trees 爬樹,climbing trees,爬樹,beidou-jh,彰化縣北斗鎮北斗國中,beidou,The students use special equipment to climb trees.,學生們使用特殊設備爬樹。,The instructors teach students how to climb the tree safely.,指導員教學生如何安全地爬樹。,https://www.youtube.com/watch?v=Px-o2G2KC48
Ay9INQkMgCw,Word of the Day: drum (n) 鼓,drum (n),鼓,fushing,彰化縣永靖鄉福興國小,yongjing,The students practice playing their drums.,同學們正在打鼓。,Playing the drum is a popular activity in Taiwan.,在台灣，打鼓是非常普遍的活動。,https://www.youtube.com/watch?v=Ay9INQkMgCw
iuXkCTn3Yb0,Word of the Day: morning assembly (n) 朝會,morning assembly (n),朝會,fushing,彰化縣永靖鄉福興國小,yongjing,The students gather for the morning assembly.,學生們聚集參加朝會。,The flag is raised during the morning assembly.,在朝會時國旗會升上去。,https://www.youtube.com/watch?v=iuXkCTn3Yb0
Ug9Aq0vU4Dc,Word of the Day: dance (v) 跳舞,dance (v),跳舞,guosheng,彰化縣彰化市國聖國小,changhua-city,The students dance to the music.,學生們跟隨著音樂節奏跳舞。,The students dance together in class.,學生們在課堂上一起舞蹈。,https://www.youtube.com/watch?v=Ug9Aq0vU4Dc
kydnoglxxM8,Word of the Day: ocarina (n) 陶笛,ocarina (n),陶笛,fushing,彰化縣永靖鄉福興國小,yongjing,These students are playing the ocarina.,這些學生正在吹陶笛。,The ocarina is a musical wind instrument.,陶笛是一種管樂器。,https://www.youtube.com/watch?v=kydnoglxxM8
8S-HEjc647c,Word of the Day: jump rope 跳繩,jump rope,跳繩,fushing,彰化縣永靖鄉福興國小,yongjing,The kids jump rope to get some exercise.,孩子們跳繩鍛鍊身體。,"When the weather is nice, you can go outside to jump rope!",天氣好的時候，你可以到外面去跳繩。,https://www.youtube.com/watch?v=8S-HEjc647c
fuy1a23LkiQ,Word of the Day: soccer (n) 足球,soccer (n),足球,guosheng,彰化縣彰化市國聖國小,changhua-city,Soccer is a very popular sport.,足球是很受歡迎的運動。,The students are having a lot of fun playing soccer.,同學們正享受踢足球的樂趣。,https://www.youtube.com/watch?v=fuy1a23LkiQ
YX_vzDpDj38,Word of the Day: professional development 專業進修,professional development,專業進修,fushing,彰化縣永靖鄉福興國小,yongjing,"In Taiwan, all elementary schools have professional development on Wednesday afternoons.",台灣所有小學老師在週三下午有專業進修。,Teachers learn new skills and strategies during their professional development.,老師在專業進修時學習新技能與教學策略。,https://www.youtube.com/watch?v=YX_vzDpDj38
qyOMgL4lpoI,Word of the Day: wash your hands 洗手,wash your hands,洗手,dongshing,彰化縣鹿港鎮東興國小,lukang,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=qyOMgL4lpoI
myqNdaulrME,Word of the Day: professional development 專業進修,professional development,專業進修,dongshing,彰化縣鹿港鎮東興國小,lukang,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=myqNdaulrME
qqniSr93t08,Word of the Day: recorder (n) 直笛,recorder (n),直笛,dongshing,彰化縣鹿港鎮東興國小,lukang,The recorder is the first musical instrument that many students learn.,直笛是很多學生學的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹奏很多歌曲。,https://www.youtube.com/watch?v=qqniSr93t08
a1GcCDQVT0g,Word of the Day: earthquake drill (n) 地震防災演練,earthquake drill (n),地震防災演練,wunde,彰化縣芬園鄉文德國小,fenyuan,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=a1GcCDQVT0g
eFK_ZiCITz8,Word of the Day: morning assembly (n) 朝會,morning assembly (n),朝會,wunde,彰化縣芬園鄉文德國小,fenyuan,The students gather for the morning assembly.,學生們聚集參加朝會。,The flag is raised during the morning assembly.,朝會時國旗會升上去。,https://www.youtube.com/watch?v=eFK_ZiCITz8
wtN0abgAkGc,Word of the Day: color (n) 顏色,color (n),顏色,wunde,彰化縣芬園鄉文德國小,fenyuan,Some pieces of art aren't finished until the artist has added color.,有些藝術作品必須等藝術家上好顏色才算完成。,These students are using markers and colored pencils to add color to their drawings.,這些學生用馬克筆與色鉛筆來為他們的圖畫上顏色。,https://www.youtube.com/watch?v=wtN0abgAkGc
hpsyhQhZR5o,Word of the Day: kick (v) 打水,kick (v),打水,guangxing,彰化縣二林鎮廣興國小,erlin,The students sit at the edge of the pool and practice kicking in the water.,同學們坐在泳游池旁邊練習打水。,You can practice kicking in the water before you learn how to swim.,在你還沒學會游泳前可以先練習打水。,https://www.youtube.com/watch?v=hpsyhQhZR5o
trxO4b3AhNo,Word of the Day: clay (n) 黏土,clay (n),黏土,wunde,彰化縣芬園鄉文德國小,fenyuan,The students are using clay to make their own art.,同學們用黏土創作他們自己的作品。,"Clay is very soft, so the kids can mold it into different shapes.",黏土很柔軟，所以小朋友可以將它塑造成不同的形狀。,https://www.youtube.com/watch?v=trxO4b3AhNo
a104Z4dn_oE,Word of the Day: color in 著色,color in,著色,jhonghe,彰化縣埤頭鄉中和國小,pitou,"The students use pencils to draw animals, and then they color them in.",同學們用鉛筆畫動物，然後再著色。,They use markers to color in their drawings.,他們用彩色筆幫他們畫的圖案著色。,https://www.youtube.com/watch?v=a104Z4dn_oE
kSHKGVl9ga4,Word of the Day: run (v) 跑步,run (v),跑步,yushin,彰化縣福興鄉育新國小,fuxing,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=kSHKGVl9ga4
vM_4eFOroyw,Word of the Day: technology (n) 科技,technology (n),科技,yuanchyuan,彰化縣二水鄉源泉國小,ershui,Technology is an important part of modern education.,科技在現代教育扮演重要的角色。,"This teacher is using technology in his classroom, letting his students use tablets to learn English.",這位老師正在課堂上使用科技，讓他的學生使用平板學習英語。,https://www.youtube.com/watch?v=vM_4eFOroyw
CuaQ2sFiucM,Word of the Day: warm-up (n) 暖身,warm-up (n),暖身,santan,彰化縣田中鎮三潭國小,tianzhong,The students do warm-ups to get ready to run.,學生們做熱身準備跑步。,Warm-ups loosen the muscles and reduce the chance of injuries.,熱身可以放鬆肌肉並減少受傷的機會。,https://www.youtube.com/watch?v=CuaQ2sFiucM
tQI9sK3rdLI,Word of the Day: dance routine (n) 舞蹈動作,dance routine (n),舞蹈動作,cundong,彰化縣大村鄉村東國小,dacun,"The girls work very hard, rehearsing their dance routines with their instructor.",這群女孩子很認真和老師排練他們的舞步。,"In this dance routine, there are some parts where the girls dance in pairs.",這套舞步有些部分需要兩個女孩子共舞。,https://www.youtube.com/watch?v=tQI9sK3rdLI
bEiBlPDBZN0,Word of the Day: color (n) 顏色,color (n),顏色,cundong,彰化縣大村鄉村東國小,dacun,Some pieces of art aren't finished until the artist has added color.,有些藝術作品必須等藝術家上好顏色才算完成。,These students are using markers and colored pencils to add color to their drawings.,這些學生用馬克筆與色鉛筆來為他們的圖畫上顏色。,https://www.youtube.com/watch?v=bEiBlPDBZN0
i9MkwJjD7X8,Word of the Day: tea ceremony (n) 茶道,tea ceremony (n),茶道,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students practice performing a tea ceremony.,同學們在練習茶道。,You have to pay attention to details during a tea ceremony.,進行茶道時，你必須注意細節。,https://www.youtube.com/watch?v=i9MkwJjD7X8
WHEEBFz7nrQ,Word of the Day: archery (n) 射箭,archery (n),射箭,santan,彰化縣田中鎮三潭國小,tianzhong,"The students practice archery, using bows to shoot arrows at targets.",學生們練習射箭，用弓把箭射向目標。,The goal of archery is to hit your target with an arrow.,射箭的目標是用箭射中目標,https://www.youtube.com/watch?v=WHEEBFz7nrQ
0KyhxxoJvwg,Word of the Day: basketball court (n) 籃球場,basketball court (n),籃球場,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The kids are playing on the basketball court.,小朋友在籃球上打籃球。,Most basketball courts have a hoop on each side.,大部分的籃球場兩邊各有一個籃框。,https://www.youtube.com/watch?v=0KyhxxoJvwg
8IpwDJb5Vrs,Word of the Day: ballot (n) 選票,ballot (n),選票,ershui,彰化縣二水鄉二水國小,ershui,First the students go into the voting booth to fill out their ballots.,首先同學們到投票亭填寫選票。,"Once that's done, they vote by putting their ballots in the ballot box.",一旦完成，他們將選票投入票櫃來投票。,https://www.youtube.com/watch?v=8IpwDJb5Vrs
vYFeERWqy2c,Word of the Day: hula hooping 搖呼拉圈,hula hooping,搖呼拉圈,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students enjoy hula hooping during their recess.,同學們喜歡在下課期間搖呼拉圈。,Hula hooping is a great way to get some exercise and have fun at the same time.,搖呼拉圈是個很好的運動，同時也是很好玩的活動。,https://www.youtube.com/watch?v=vYFeERWqy2c
hxbzYTif_74,Word of the Day: dance (v) 跳舞,dance (v),跳舞,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=hxbzYTif_74
Kre6u2EHlvM,Word of the Day: dance (v) 跳舞,dance (v),跳舞,fuchao,彰化縣埤頭鄉芙朝國小,pitou,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=Kre6u2EHlvM
NYvSMcBkvPg,Word of the Day: tee-ball (n) 樂樂棒球,tee-ball (n),樂樂棒球,shingang,彰化縣伸港鄉新港國小,shenkang,"In tee-ball, you hit the ball with a bat.",在玩樂樂棒時，你使用球棒擊球。,"To score a point in tee-ball, the runner has to get to the home plate.",要在樂樂棒的比賽中得分，跑者必須到達本壘。,https://www.youtube.com/watch?v=NYvSMcBkvPg
2DXeXZv_LbA,Word of the Day: recycling (n) 回收,recycling (n),回收,luming,彰化縣鹿港鎮鹿鳴國中,lukang,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=2DXeXZv_LbA
QXW6CAUtWwg,Word of the Day: promote (v) 推廣,promote (v),推廣,chiaoyi,彰化縣溪州鄉僑義國小,xizhou,"On April 23, World Book Day, a day to promote books and reading, is celebrated around the world. 4",月23日世界閱讀日是全世界推廣書本與閱讀的日子。,"On World Book Day, the school organizes an event at the school library to promote reading.",在世界閱讀日當天，學校在圖書館辦了一個活動來推廣閱讀。,https://www.youtube.com/watch?v=QXW6CAUtWwg
kitYg0aS5Iw,Word of the Day: recycling (n) 回收,recycling (n),回收,lushang,彰化縣芳苑鄉路上國小,fangyuan,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=kitYg0aS5Iw
N31kwaAcRy0,Word of the Day: creativity (n) 創造力,creativity (n),創造力,yuanchyuan,彰化縣二水鄉源泉國小,ershui,Art class is an ideal setting for developing your creativity.,美術課是發展創造力的理想環境。,These students are displaying their creativity by making beautiful and intricate works of art.,這些同學藉由創作美麗與精緻的藝術作品來展現他們的創造力。,https://www.youtube.com/watch?v=N31kwaAcRy0
36DMu2uZtMQ,Word of the Day: promote (v) 推廣,promote (v),推廣,changsing,彰化縣彰化市彰興國中,changhua-city,"On April 23, World Book Day, a day to promote books and reading, is celebrated around the world. 4",月23日世界閱讀日是全世界推廣書本與閱讀的日子。,"On World Book Day, the school organizes an event at the school library to promote reading.",在世界閱讀日當天，學校在圖書館辦了一個活動來推廣閱讀。,https://www.youtube.com/watch?v=36DMu2uZtMQ
vd4q2AQtkxs,Word of the Day: drum (n) 鼓,drum (n),鼓,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The students practice playing their drums.,同學們正在打鼓。,Playing the drum is a popular activity in Taiwan.,在台灣，打鼓是非常普遍的活動。,https://www.youtube.com/watch?v=vd4q2AQtkxs
t-G-m8qArl0,Word of the Day: bake (v) 烘烤,bake (v),烘烤,xizhou,彰化縣溪州鄉溪州國小,xizhou,The students are learning how to bake.,學生們正在學習如何烘烤。,You can make sweet treats by baking.,你可以通過烘烤來製作甜點,https://www.youtube.com/watch?v=t-G-m8qArl0
bu9B5oY-byY,Word of the Day: bake (v) 烘烤,bake (v),烘烤,tuku,彰化縣竹塘鄉土庫國小,zhutang,The students are learning how to bake.,學生們正在學習如何烘烤。,You can make sweet treats by baking.,你可以通過烘烤來製作甜點,https://www.youtube.com/watch?v=bu9B5oY-byY
fKYhcGlVtvQ,Word of the Day: English passport (n) 英語護照,English passport (n),英語護照,santan,彰化縣田中鎮三潭國小,tianzhong,"If the students complete part of their English passport, they get a stamp.",如果學生完成英語護照部分的項目，他們可以蓋一個章。,The English passport is good practice for speaking English.,英語護照是練習講英語的一個好方式。,https://www.youtube.com/watch?v=fKYhcGlVtvQ
hglMnRDIraM,Word of the Day: origami (n) 摺紙,origami (n),摺紙,luming,彰化縣鹿港鎮鹿鳴國中,lukang,Origami is the art of folding paper to create art.,摺紙是將紙摺成作品的藝術。,"Origami artists use paper to create flowers, stars, and even animals such as cranes and fish.",摺紙藝術家使用紙張創造花朵、星星，甚至像鶴與魚的動物。,https://www.youtube.com/watch?v=hglMnRDIraM
GdO4aS_O9Jg,Word of the Day: origami (n) 摺紙,origami (n),摺紙,lushang,彰化縣芳苑鄉路上國小,fangyuan,Origami is the art of folding paper to create art.,摺紙是將紙摺成作品的藝術。,"Origami artists use paper to create flowers, stars, and even animals such as cranes and fish.",摺紙藝術家使用紙張創造花朵、星星，甚至像鶴與魚的動物。,https://www.youtube.com/watch?v=GdO4aS_O9Jg
8-p574JN2DM,Word of the Day: high jump (n) 跳高,high jump (n),跳高,pinghe,彰化縣彰化市平和國小,changhua-city,The high jump takes a lot of practice.,跳高需要很多的練習。,The high jump is a fun event to watch.,跳高是很好看的比賽項目。,https://www.youtube.com/watch?v=8-p574JN2DM
AZ9V5q6myxQ,Word of the Day: reading 閱讀,reading,閱讀,santan,彰化縣田中鎮三潭國小,tianzhong,Look at the students: they’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=AZ9V5q6myxQ
zmTZrDke8yc,Word of the Day: serve (v) 打菜,serve (v),打菜,santan,彰化縣田中鎮三潭國小,tianzhong,The students serve lunch to their classmates.,學生為同學打菜。,The task of serving changes every week.,打菜的工作每週輪替一次。,https://www.youtube.com/watch?v=zmTZrDke8yc
UKhmEbbEXmg,Word of the Day: test (n) 考試,test (n),考試,shingang,彰化縣伸港鄉新港國小,shenkang,The students are taking a test.,學生們正在考試。,They use a ruler to draw straight lines on their test.,他們用尺在考卷上畫直線。,https://www.youtube.com/watch?v=UKhmEbbEXmg
cNr-Gq8TVVc,Word of the Day: school lunch (n) 營養午餐,school lunch (n),營養午餐,santan,彰化縣田中鎮三潭國小,tianzhong,School lunch is eaten in the classroom in Taiwan.,在台灣午餐是在學校吃。,School lunch is designed to be healthy.,學校午餐的設計必須符合營養原則。,https://www.youtube.com/watch?v=cNr-Gq8TVVc
01j5TZLiZxA,Word of the Day: CPR (n) 心肺復甦術,CPR (n),心肺復甦術,jhonghe,彰化縣埤頭鄉中和國小,pitou,CPR is a procedure that can save someone's life if their heart stops beating.,心肺復甦術是種醫療處理，當有人心臟停止跳動時可以用它來救人一命。,"CPR isn't only useful for adults to learn; kids can learn and perform CPR, too.",心肺復甦術不僅對大人很有用，小孩子也可以學習做CPR。,https://www.youtube.com/watch?v=01j5TZLiZxA
0b0EcgoRnuM,Word of the Day: broom (n) 掃把,broom (n),掃把,luming,彰化縣鹿港鎮鹿鳴國中,lukang,A broom is a common cleaning tool often used in combination with a dustpan.,掃把是常見的清掃用具，經常跟畚斗一起使用。,"Brooms are used to sweep up dust and debris, leaving floors nice and clean.",掃把被用來掃灰塵或是垃圾，讓地板保持很乾淨。,https://www.youtube.com/watch?v=0b0EcgoRnuM
63aQPaoyG7s,Word of the Day: puzzle (n) 拼圖,puzzle (n),拼圖,luming,彰化縣鹿港鎮鹿鳴國中,lukang,The students are putting the puzzle together.,學生們正在拼圖。,They are organzing the puzzle pieces to put it together.,他們正在將拼圖片組在一起。,https://www.youtube.com/watch?v=63aQPaoyG7s
_ZEKT1E0RX4,Word of the Day: balloon (n) 氣球,balloon (n),氣球,luming,彰化縣鹿港鎮鹿鳴國中,lukang,The students fill up the balloons with air and make different shapes.,同學們將氣球充氣，做出不同形狀的氣球。,"In class, all the students make different objects using air balloons.",在課堂上，所有同學用氣球做不同的物品。,https://www.youtube.com/watch?v=_ZEKT1E0RX4
qlsTfCZUMnU,Word of the Day: dodgeball (n) 躲避球,dodgeball (n),躲避球,luming,彰化縣鹿港鎮鹿鳴國中,lukang,Dodgeball is a fast-paced game where the goal is to eliminate all the players from the opposing team.,躲避球是一種節奏快速的遊戲，目標是將對手隊伍的所有選手淘汰出局。,"In dodgeball, you eliminate an opposing player by hitting them with the ball.",在躲避球比賽中，你用球擊中對方的選手讓他們出局。,https://www.youtube.com/watch?v=qlsTfCZUMnU
PVOG86gbq_I,Word of the Day: dance routine (n) 舞蹈動作,dance routine (n),舞蹈動作,luming,彰化縣鹿港鎮鹿鳴國中,lukang,"The girls work very hard, rehearsing their dance routines with their instructor.",這群女孩子很認真和老師排練他們的舞步。,"Once they know the moves like the backs of their hands, the girls perform their dance routines in front of their classmates.",一旦他們將舞步練到很熟之後，他們在同學的面前表演。,https://www.youtube.com/watch?v=PVOG86gbq_I
cEWn0Eyg8CA,Word of the Day: attention to detail 注意細節,attention to detail,注意細節,shingang,彰化縣伸港鄉新港國小,shenkang,Calligraphy requires great attention to detail.,寫書法極需注意細節。,The calligraphy teacher has incredible attention to detail; you can tell by the way he instructs his students.,書法老師非常注意細節，你看他指導學生的方式便能看出來。,https://www.youtube.com/watch?v=cEWn0Eyg8CA
hT2XuJuc-PE,Word of the Day: dismissal (n) 放學；解散,dismissal (n),放學；解散,shingang,彰化縣伸港鄉新港國小,shenkang,At dismissal the students wait outside for their parents to pick them up from school.,放學時間，學生在外面等待父母接他們回家。,You should have all your belongings with you at dismissal time.,放學時，你應該將所有個人物品都帶到。,https://www.youtube.com/watch?v=hT2XuJuc-PE
ey2I289HojM,Word of the Day: serve (v) 打菜,serve (v),打菜,yushin,彰化縣福興鄉育新國小,fuxing,The students serve lunch to their classmates.,學生為同學打菜。,The task of serving changes every week.,打菜的工作每週輪替一次。,https://www.youtube.com/watch?v=ey2I289HojM
86mAV3uoz7M,Word of the Day: creativity (n) 創造力,creativity (n),創造力,luming,彰化縣鹿港鎮鹿鳴國中,lukang,Art class is an ideal setting for developing your creativity.,美術課是發展創造力的理想環境。,These students are displaying their creativity by making beautiful and intricate works of art.,這些同學藉由創作美麗與精緻的藝術作品來展現他們的創造力。,https://www.youtube.com/watch?v=86mAV3uoz7M
0V6dzy95GNw,Word of the Day: recorder (n) 直笛,recorder (n),直笛,huatang-jh,彰化縣花壇鄉花壇國中,huatan,The recorder is the first musical instrument that many students learn.,直笛是很多學生學習的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹多首歌曲。,https://www.youtube.com/watch?v=0V6dzy95GNw
rOjxJr_jft0,Word of the Day: Heimlich maneuver (n) 哈姆立克急救法,Heimlich maneuver (n),哈姆立克急救法,luming,彰化縣鹿港鎮鹿鳴國中,lukang,The students practice performing the Heimlich maneuver.,同學們練習做哈姆立克急救法。,The Heimlich maneuver is used to help someone choking.,哈姆立克急救法用來幫助噎到的人。,https://www.youtube.com/watch?v=rOjxJr_jft0
