video_id,title,keyword,keyword_zh,school_slug,school_zh,school_raw,school_status,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube,in_existing_csv
aXpy6IKHkhA,Word of the Day: graduation (n) 畢業典禮,graduation (n),畢業典禮,tsunshang,彰化縣大村鄉村上國小,彰化縣大村鄉村上國小,ok,dacun,A graduation is a ceremony students who have completed the highest grade level at their school.,畢業典禮是學生在學校完成最高年級學業時的一個儀式。,"At a graduation, students often receive awards, get their diplomas, and give speeches.",在畢業典禮中，學生通常會得到獎勵、領取畢業證書，並且有畢業生代表致詞。,https://www.youtube.com/watch?v=aXpy6IKHkhA,True
4kd1G07ctS8,Word of the Day: Earth (n) 地球,Earth (n),地球,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,Earth is the planet we live on.,地球是我們居住的星球。,"On Earth Day, the teacher shows her students ways to take care of the Earth.",在世界地球日當天，老師為學生展示愛護地球的各種方式。,https://www.youtube.com/watch?v=4kd1G07ctS8,True
vnkTpzhmO4g,Word of the Day: soap (n) 肥皂,soap (n),肥皂,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,The students combine wax and herbs to make soap.,同學們將蠟與一種藥草混合起來製作肥皂。,The soap is put into molds to make different shapes.,肥皂被放入模具呈現出不同形狀。,https://www.youtube.com/watch?v=vnkTpzhmO4g,True
knbViiUGe00,Word of the Day: red bean cake (n) 紅豆糕,red bean cake (n),紅豆糕,fuchao,彰化縣埤頭鄉芙朝國小,彰化縣埤頭鄉芙朝國小,ok,pitou,The volunteers show how to make red bean cake.,志工示範如何製作紅豆糕。,The students help prepare their red bean cakes.,同學們協助準備製作他們的紅豆糕。,https://www.youtube.com/watch?v=knbViiUGe00,True
6qdxfnzsPPA,Word of the Day: dragon boat race (n) 龍舟比賽,dragon boat race (n),龍舟比賽,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿港鎮鹿鳴國中,ok,lukang,The students practice for the dragon boat race.,同學們為龍舟賽做練習。,The paddlers have to work together to win a dragon boat race.,划槳手必須同心協力才能贏得龍舟賽。,https://www.youtube.com/watch?v=6qdxfnzsPPA,True
i9MkwJjD7X8,Word of the Day: tea ceremony (n) 茶道,tea ceremony (n),茶道,fangyuan,彰化縣芳苑鄉芳苑國小,彰化縣芳苑鄉芳苑國小,ok,fangyuan,The students practice performing a tea ceremony.,同學們在練習茶道。,You have to pay attention to details during a tea ceremony.,進行茶道時，你必須注意細節。,https://www.youtube.com/watch?v=i9MkwJjD7X8,False
-HqopBQxsHU,Word of the Day: partner (n) 伙伴,partner (n),伙伴,fuchao,彰化縣埤頭鄉芙朝國小,彰化縣埤頭鄉芙朝國小,ok,pitou,Students work with their partners to finish the worksheets.,同學們和他們的伙伴一起完成學習單。,Students often do partner work in school.,學生在學校經常得和伙伴合作完成任務。,https://www.youtube.com/watch?v=-HqopBQxsHU,True
LAJKRyts3dc,Word of the Day: sign (n) 標牌,sign (n),標牌,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,The students make bilingual signs.,同學們製作雙語的標牌。,The teacher shows how to seal their signs.,老師示範如何為標牌上漆。,https://www.youtube.com/watch?v=LAJKRyts3dc,True
Yh8VrQ0DDdk,Word of the Day: book (n) 書,book (n),書,beidou-jh,彰化縣北斗鎮北斗國中,彰化縣北斗鎮北斗國中,ok,beidou,The students browse the boxes of books.,同學們在瀏覽紙箱內的書。,Each student can pick one English book to keep.,每個學生都能為自己挑選一本英文書。,https://www.youtube.com/watch?v=Yh8VrQ0DDdk,True
APMABTLfRIA,Word of the Day: phonics (n) 自然發音,phonics (n),自然發音,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,The teacher reviews phonics in class.,老師在課堂上複習自然發音。,The students play a game to practice their phonics skills.,同學們玩一個遊戲來練習他們自然發音的技巧。,https://www.youtube.com/watch?v=APMABTLfRIA,True
ZLaI7lWfL9A,Word of the Day: money (n) 錢,money (n),錢,fuchao,彰化縣埤頭鄉芙朝國小,彰化縣埤頭鄉芙朝國小,ok,pitou,Students play a game to practice counting money.,同學們玩一個遊戲來練習數錢。,Counting money is an important skill to have.,數錢是一個很重要的生活技能。,https://www.youtube.com/watch?v=ZLaI7lWfL9A,True
cNHW_f-2-gM,Word of the Day: station (n) 站,station (n),站,ershui,彰化縣二水鄉二水國小,彰化縣二水鄉二水國小,ok,ershui,Students go to different stations around the gym.,體育館內設立不同的站讓同學造訪。,Each station has an activity to help students practice speaking English.,每個站都有一個活動幫助學生練習說英語。,https://www.youtube.com/watch?v=cNHW_f-2-gM,True
Lxz0ZAkIFC8,Word of the Day: baby corn (n) 玉米筍,baby corn (n),玉米筍,,,彰化縣人師教育協會,mcc_self,,The children peel the baby corn.,小朋友在剝玉米筍。,Baby corn is yummy to eat.,玉米筍很好吃。,https://www.youtube.com/watch?v=Lxz0ZAkIFC8,True
OBHYK7ZRTPw,Word of the Day: story listening (n) 聽故事,story listening (n),聽故事,beidou-jh,彰化縣北斗鎮北斗國中,彰化縣北斗鎮北斗國中,ok,beidou,The teacher models story listening to his students.,這位老師為同學示範「聽故事」的教學方法。,Story listening is a strategy to help students comprehend what they hear. 「,聽故事」是幫助學生理解英文的一個策略。,https://www.youtube.com/watch?v=OBHYK7ZRTPw,True
NkdqWK-MY90,Word of the Day: garden (n) 花園,garden (n),花園,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿港鎮鹿鳴國中,ok,lukang,The school has its own garden where students can learn how to take care of plants.,學校有自己的花園，學生可以在那裡學習如何照顧植物。,"The students get to work outside, pulling weeds and watering the plants to take care of the garden.",學生們開始在戶外工作，拔除雜草並澆灌植物以照料花園。,https://www.youtube.com/watch?v=NkdqWK-MY90,True
t4sVITiYVpA,Word of the Day: prepare (v) 準備,prepare (v),準備,ershui,彰化縣二水鄉二水國小,彰化縣二水鄉二水國小,ok,ershui,The students prepare for a competition where they have to memorize and recite texts in Chinese and Taiwanese.,學生們準備參加一場比賽，他們必須用中文和台語背誦與朗讀文本。,The teachers coach the students to help them prepare for the big event.,老師指導學生，幫助他們為此重要比賽做準備。,https://www.youtube.com/watch?v=t4sVITiYVpA,True
gI6K92zX_dE,Word of the Day: dictionary (n) 辭典,dictionary (n),辭典,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,The students use their iPads to access an online dictionary.,同學們用他們的iPad上網查線上字典。,You can use a dictionary to look up unknown words.,你可以用字典查生字。,https://www.youtube.com/watch?v=gI6K92zX_dE,True
WHEEBFz7nrQ,Word of the Day: archery (n) 射箭,archery (n),射箭,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,"The students practice archery, using bows to shoot arrows at targets.",學生們練習射箭，用弓把箭射向目標。,The goal of archery is to hit your target with an arrow.,射箭的目標是用箭射中目標,https://www.youtube.com/watch?v=WHEEBFz7nrQ,False
YzBH8LqCYJo,Word of the Day: drumstick (n) 鼓槌,drumstick (n),鼓槌,hemei-es,彰化縣和美鎮和美國小,彰化縣和美鎮和美國小,ok,hemei,The performers are using wooden drumsticks to beat the drums.,表演者用木製的槌打鼓。,Each drummer has their own pair of drumsticks.,每個鼓手都有自己的一對鼓槌。,https://www.youtube.com/watch?v=YzBH8LqCYJo,True
LhBfXrL5xdo,Word of the Day: listen (v) 聽,listen (v),聽,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,The students listen and write down the words they hear.,同學們將聽到的單字寫下來。,You have to listen carefully during the test.,在測驗時，你必須很仔細地聆聽。,https://www.youtube.com/watch?v=LhBfXrL5xdo,True
KDtEwPmCEmQ,Word of the Day: pump (n) 打氣筒,pump (n),打氣筒,,,彰化縣人師教育協會,mcc_self,,The girl is using a pump to fill the bicycle tires with air.,這個小女孩正在用打氣筒幫腳踏車的輪胎打氣。,"She uses the pump by stepping on the pedal, causing the tire to fill with air.",她踩著打氣筒的踏板讓輪胎充氣。,https://www.youtube.com/watch?v=KDtEwPmCEmQ,True
I3FSF4yKFyA,Word of the Day: order (n) 順序,order (n),順序,pinghe,彰化縣彰化市平和國小,彰化市平和國小,ok,changhua-city,"In this contest, students are shown English words with their letters in the wrong order.",在這場比賽中，同學們給的是字母順序錯誤的單字。,The students have to put the letters in the correct order and spell the words.,同學們必須把字母順序調整正確並拼出單字。,https://www.youtube.com/watch?v=I3FSF4yKFyA,True
aGtWNomOvsI,Word of the Day: pray (v) 祈福,pray (v),祈福,changsing,彰化縣彰化市彰興國中,彰化市彰興國中,ok,changhua-city,The school staff is at the temple to pray.,學校教職人員在廟裡祈福。,The staff prays for good luck for their students on their exams.,教職人員為他們學生的考試祈福。,https://www.youtube.com/watch?v=aGtWNomOvsI,True
k8kqN86alQs,Word of the Day mouthwash 漱口水,Word of the Day mouthwash,漱口水,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,The teacher is giving her students mouthwash to gargle with.,這位老師給學生漱口水漱口。,Gargling with mouthwash helps keep your teeth healthy.,用漱口水漱口可以保持牙齒健康。,https://www.youtube.com/watch?v=k8kqN86alQs,True
ffx1hK58zSU,Word of the Day: graduate (v) 畢業,graduate (v),畢業,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿鳴國中,ok,lukang,"After several years of hard work, these students are graduating from junior high school.",在努力了幾年後，這些學生從國中畢業了。,"After they graduate from junior high school, the students can go on to attend high school.",從國中畢業後，同學們便可以上高中。,https://www.youtube.com/watch?v=ffx1hK58zSU,True
BPQMaJ-EXq4,Word of the Day: orchestra (n) 樂團,orchestra (n),樂團,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿鳴國中,ok,lukang,An orchestra is a large group of musicians that play music together.,樂團是由一群聚在一起演奏的音樂家所組成的。,The conductor is conducting the musicians in the orchestra.,這位指揮正在指揮樂團的音樂家演奏音樂。,https://www.youtube.com/watch?v=BPQMaJ-EXq4,True
UWGlxoaJTh0,Word of the Day: race (v) 賽跑,race (v),賽跑,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,The students line up on the line to race each other.,同學們在起跑線排隊準備賽跑。,"Before the students race on the track, they stretch their legs.",在跑道上賽跑前，他們做腳部伸展運動。,https://www.youtube.com/watch?v=UWGlxoaJTh0,True
-eeQtj5B2QI,Word of the Day: dodgeball (n) 躲避球,dodgeball (n),躲避球,dongfang,彰化縣彰化市東芳國小,彰化市東芳國小,ok,changhua-city,Dodgeball is a fast-paced game where the goal is to eliminate all the players from the opposing team.,躲避球是一種節奏快速的遊戲，目標是將對手隊伍的所有選手淘汰出局。,"In dodgeball, you eliminate an opposing player by hitting them with the ball.",在躲避球比賽中，你用球擊中對方的選手讓他們出局。,https://www.youtube.com/watch?v=-eeQtj5B2QI,True
0KyhxxoJvwg,Word of the Day: basketball court (n) 籃球場,basketball court (n),籃球場,fangyuan,彰化縣芳苑鄉芳苑國小,彰化縣芳苑鄉芳苑國小,ok,fangyuan,The kids are playing on the basketball court.,小朋友在籃球上打籃球。,Most basketball courts have a hoop on each side.,大部分的籃球場兩邊各有一個籃框。,https://www.youtube.com/watch?v=0KyhxxoJvwg,False
V3UqB8okKBM,Word of the Day: leaf (n) 葉子,leaf (n),葉子,fangyuan,彰化縣芳苑鄉芳苑國小,彰化縣芳苑鄉芳苑國小,ok,fangyuan,A leaf is a part of a plant that can absorb sunlight and convert it into energy.,葉子是植物的ㄧ部分，可以吸收陽光並將其轉換成能量。,The teacher brought different types of leaves to show the students.,老師帶好幾種不同的葉子展示給學生看。,https://www.youtube.com/watch?v=V3UqB8okKBM,True
8IpwDJb5Vrs,Word of the Day: ballot (n) 選票,ballot (n),選票,ershui,彰化縣二水鄉二水國小,彰化縣二水鄉二水國小,ok,ershui,First the students go into the voting booth to fill out their ballots.,首先同學們到投票亭填寫選票。,"Once that's done, they vote by putting their ballots in the ballot box.",一旦完成，他們將選票投入票櫃來投票。,https://www.youtube.com/watch?v=8IpwDJb5Vrs,False
vYFeERWqy2c,Word of the Day: hula hooping 搖呼拉圈,hula hooping,搖呼拉圈,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,The students enjoy hula hooping during their recess.,同學們喜歡在下課期間搖呼拉圈。,Hula hooping is a great way to get some exercise and have fun at the same time.,搖呼拉圈是個很好的運動，同時也是很好玩的活動。,https://www.youtube.com/watch?v=vYFeERWqy2c,False
kLR9VStAwoo,Word of the Day: thumb piano (n) 拇指鋼琴,thumb piano (n),拇指鋼琴,changsing,彰化縣彰化市彰興國中,彰化市彰興國中,ok,changhua-city,This girl is playing a musical instrument called a thumb piano.,這位女孩正在彈奏一種拇指鋼琴的樂器。,"This thumb piano is portable, meaning you can easily bring it with you wherever you go.",拇指鋼琴是可攜式的，意思就是你走到哪裡都可以帶著它。,https://www.youtube.com/watch?v=kLR9VStAwoo,True
hxbzYTif_74,Word of the Day: dance (v) 跳舞,dance (v),跳舞,fangyuan,彰化縣芳苑鄉芳苑國小,彰化縣芳苑鄉芳苑國小,ok,fangyuan,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=hxbzYTif_74,False
Kre6u2EHlvM,Word of the Day: dance (v) 跳舞,dance (v),跳舞,fuchao,彰化縣埤頭鄉芙朝國小,彰化縣埤頭鄉芙朝國小,ok,pitou,The students dance to the music.,同學們隨著音樂節奏跳舞。,The students dance together in class.,同學們在班上一起跳舞。,https://www.youtube.com/watch?v=Kre6u2EHlvM,False
hfDJHO6asWk,Word of the Day: three legged race (n) 兩人三腳,three legged race (n),兩人三腳,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,"In a three-legged race, two people have to run as a team with their legs tied together.",在兩人三腳競賽中，兩個人的腳必須綁起來合力賽跑。,"In this three-legged race, the students also have to practice English!",在這場兩人三角的競賽中，同學們還得練習講英語。,https://www.youtube.com/watch?v=hfDJHO6asWk,True
QXqXbZkRR_Q,Word of the Day: recycling (n) 回收,recycling (n),回收,,,彰化縣人師教育協會,mcc_self,,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=QXqXbZkRR_Q,True
WG8jz2LrmYQ,Word of the Day: telescope (n) 望遠鏡,telescope (n),望遠鏡,beidou-jh,彰化縣北斗鎮北斗國中,彰化縣北斗鎮北斗國中,ok,beidou,The science teacher shows the students how to use the telescopes.,科學老師為學生示範如何使用望遠鏡。,The students practice adusting the telescopes to observe objects far away.,同學們練習調整望遠鏡來觀察遠方的物體。,https://www.youtube.com/watch?v=WG8jz2LrmYQ,True
NYvSMcBkvPg,Word of the Day: tee-ball (n) 樂樂棒球,tee-ball (n),樂樂棒球,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,"In tee-ball, you hit the ball with a bat.",在玩樂樂棒時，你使用球棒擊球。,"To score a point in tee-ball, the runner has to get to the home plate.",要在樂樂棒的比賽中得分，跑者必須到達本壘。,https://www.youtube.com/watch?v=NYvSMcBkvPg,False
ebylMlBchqE,Word of the Day: spelling contest (n) 拼字比賽,spelling contest (n),拼字比賽,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,"In the spelling contest, the teacher reads aloud a word for students to spell.",在拼字比賽中，老師大聲讀出一個單字讓學生拼出來。,The students write the word and hold up their boards in the spelling contest.,在拼字比賽中，同學們將字寫下來並且將他們的白板舉高。,https://www.youtube.com/watch?v=ebylMlBchqE,True
UrK5RUH0HKE,Word of the Day: sign language (n) 手語,sign language (n),手語,tsunshang,彰化縣大村鄉村上國小,彰化縣大村鄉村上國小,ok,dacun,The volunteers are teaching the students Taiwanese sign language.,志工們正在教學生台灣的手語。,The students practice Taiwanese sign language with a song and dance.,同學們用歌曲和舞蹈來練習台灣的手語。,https://www.youtube.com/watch?v=UrK5RUH0HKE,True
2DXeXZv_LbA,Word of the Day: recycling (n) 回收,recycling (n),回收,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿鳴國中,ok,lukang,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=2DXeXZv_LbA,False
KXlKAXPSRrM,Word of the Day: flowerpot (n) 花盆,flowerpot (n),花盆,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,A flowerpot is a container used for growing plants.,花盆是用來栽種植物的容器。,"In art class, these kids are using various materials to create their own flowerpots, complete with flowers!",在美術課當中，這些小朋友用各種材質來創造自己的花盆，並且插上花朵來完成作品。,https://www.youtube.com/watch?v=KXlKAXPSRrM,True
I59KiOde-1g,Word of the Day: frisbee (n) 飛盤,frisbee (n),飛盤,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,"In this game, the players on the outside try to hit the players in the middle with the soft frisbees.",在這種遊戲中，外場的選手試著用很軟的飛盤擊中場中的選手。,The players in the middle have to dodge or catch the frisbees without getting hit.,在場中的選手必須閃躲或者是接住飛盤，避免被擊中。,https://www.youtube.com/watch?v=I59KiOde-1g,True
QXW6CAUtWwg,Word of the Day: promote (v) 推廣,promote (v),推廣,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,"On April 23, World Book Day, a day to promote books and reading, is celebrated around the world. 4",月23日世界閱讀日是全世界推廣書本與閱讀的日子。,"On World Book Day, the school organizes an event at the school library to promote reading.",在世界閱讀日當天，學校在圖書館辦了一個活動來推廣閱讀。,https://www.youtube.com/watch?v=QXW6CAUtWwg,False
DonSq11VgG8,Word of the Day: scallion (n) 蔥,scallion (n),蔥,tuku,彰化縣竹塘鄉土庫國小,彰化縣竹塘鄉土庫國小,ok,zhutang,The students are cleaning the scallions.,同學們正把蔥弄乾淨。,They weigh and wrap the scallions to sell.,他們在秤重後將蔥包裝好準備販賣。,https://www.youtube.com/watch?v=DonSq11VgG8,True
R2e62PuYPhg,Word of the Day: bike (n) 自行車,bike (n),自行車,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,"A bicycle, also known as a bike, is a vehicle with two wheels. bike(",腳踏車)或稱為bicycle，是一種兩輪的車輛。,You should wear a helmet when you ride a bike to keep yourself safe.,當你騎腳踏車時要戴安全帽以保安全。,https://www.youtube.com/watch?v=R2e62PuYPhg,True
ho9o0cvnCSU,Word of the Day: CPR (n) 心肺復甦術,CPR (n),心肺復甦術,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,CPR is a procedure that can save someone's life if their heart stops beating.,心肺復甦術是種醫療處理，當有人心臟停止跳動時可以用它來救人一命。,"CPR isn't only useful for adults to learn; kids can learn and perform CPR, too.",心肺復甦術不僅對大人很有用，小孩子也可以學習做CPR。,https://www.youtube.com/watch?v=ho9o0cvnCSU,True
kitYg0aS5Iw,Word of the Day: recycling (n) 回收,recycling (n),回收,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,Recycling is a way to reuse materials like paper and plastic.,資源回收是將紙類和塑膠之類的材質再次回收使用。,Recycling can help take care of the planet.,資源回收有助於照顧我們的地球。,https://www.youtube.com/watch?v=kitYg0aS5Iw,False
N31kwaAcRy0,Word of the Day: creativity (n) 創造力,creativity (n),創造力,yuanchyuan,彰化縣二水鄉源泉國小,彰化縣二水鄉源泉國小,ok,ershui,Art class is an ideal setting for developing your creativity.,美術課是發展創造力的理想環境。,These students are displaying their creativity by making beautiful and intricate works of art.,這些同學藉由創作美麗與精緻的藝術作品來展現他們的創造力。,https://www.youtube.com/watch?v=N31kwaAcRy0,False
RmbYU906w2I,Word of the Day: write (v) 寫,write (v),寫,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,The students are writing in their notebooks.,同學們在筆記本上寫字。,The teacher goes around the room and checks on the students' writing.,老師在教室巡視學生的筆記。,https://www.youtube.com/watch?v=RmbYU906w2I,True
36DMu2uZtMQ,Word of the Day: promote (v) 推廣,promote (v),推廣,changsing,彰化縣彰化市彰興國中,彰化市彰興國中,ok,changhua-city,"On April 23, World Book Day, a day to promote books and reading, is celebrated around the world. 4",月23日世界閱讀日是全世界推廣書本與閱讀的日子。,"On World Book Day, the school organizes an event at the school library to promote reading.",在世界閱讀日當天，學校在圖書館辦了一個活動來推廣閱讀。,https://www.youtube.com/watch?v=36DMu2uZtMQ,False
vd4q2AQtkxs,Word of the Day: drum (n) 鼓,drum (n),鼓,yuanchyuan,彰化縣二水鄉源泉國小,彰化縣二水鄉源泉國小,ok,ershui,The students practice playing their drums.,同學們正在打鼓。,Playing the drum is a popular activity in Taiwan.,在台灣，打鼓是非常普遍的活動。,https://www.youtube.com/watch?v=vd4q2AQtkxs,False
t-G-m8qArl0,Word of the Day: bake (v) 烘烤,bake (v),烘烤,xizhou,彰化縣溪州鄉溪州國小,彰化縣溪州鄉溪州國小,ok,xizhou,The students are learning how to bake.,學生們正在學習如何烘烤。,You can make sweet treats by baking.,你可以通過烘烤來製作甜點,https://www.youtube.com/watch?v=t-G-m8qArl0,False
bu9B5oY-byY,Word of the Day: bake (v) 烘烤,bake (v),烘烤,tuku,彰化縣竹塘鄉土庫國小,彰化縣竹塘鄉土庫國小,ok,zhutang,The students are learning how to bake.,學生們正在學習如何烘烤。,You can make sweet treats by baking.,你可以通過烘烤來製作甜點,https://www.youtube.com/watch?v=bu9B5oY-byY,False
H27V1jRdUCY,Word of the Day: sand (v) 打磨,sand (v),打磨,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿鳴國中,ok,lukang,The students are sanding wood for their project.,同學們正在打磨他們的作品。,"After sanding, the wood becomes very smooth.",在打磨後，木頭變得非常平滑。,https://www.youtube.com/watch?v=H27V1jRdUCY,True
fnU6SOITix0,Word of the Day: game (n) 遊戲,game (n),遊戲,pinghe,彰化縣彰化市平和國小,彰化市平和國小,ok,changhua-city,Teachers make many games to help students improve their English.,老師設計很多遊戲來幫助學生提升英語能力。,The students go around the auditorium to play each English game.,同學們到禮堂不同的站玩英語遊戲。,https://www.youtube.com/watch?v=fnU6SOITix0,True
fKYhcGlVtvQ,Word of the Day: English passport (n) 英語護照,English passport (n),英語護照,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,"If the students complete part of their English passport, they get a stamp.",如果學生完成英語護照部分的項目，他們可以蓋一個章。,The English passport is good practice for speaking English.,英語護照是練習講英語的一個好方式。,https://www.youtube.com/watch?v=fKYhcGlVtvQ,False
_xjdMnfqw_o,Word of the Day: laser (n) 雷射,laser (n),雷射,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,The teacher has a laser that she uses to cut paper into interesting shapes.,這位老師有台雷射雕刻機用來將紙切割成有趣的形狀。,"Once the teacher finishes cutting the paper with the laser, the students use the paper to make 3D art.",當老師用雷射雕刻機切好紙後，同學們用紙做成3D的藝術作品。,https://www.youtube.com/watch?v=_xjdMnfqw_o,True
fCOrdWYAnZ0,Word of the Day: rest (v) 休息,rest (v),休息,shingang,彰化縣伸港鄉新港國小,彰化縣伸港鄉新港國小,ok,shenkang,"During naptime, the kids have a chance to rest.",在午休期間，小朋友有機會休息。,"After the kids rest, they'll have enough energy for their afternoon classes.",在小朋友休息後，他們將有足夠的精力來上下午的課程。,https://www.youtube.com/watch?v=fCOrdWYAnZ0,True
B1MpUa1hS68,Word of the Day: observatory (n) 天文台,observatory (n),天文台,beidou-jh,彰化縣北斗鎮北斗國中,彰化縣北斗鎮北斗國中,ok,beidou,Beidou Junior High School has an observatory.,北斗國中有一個天文台。,Students can go to the observatory to look at the stars.,學生們可以去天文台看星星。,https://www.youtube.com/watch?v=B1MpUa1hS68,True
pSkJ1fZ4BPE,Word of the Day: molar teeth (n) 臼齒,molar teeth (n),臼齒,yushin,彰化縣福興鄉育新國小,彰化縣福興鄉育新國小,ok,fuxing,"Molar teeth are the teeth in the back of your mouth, right in front of your wisdom teeth.",臼齒是嘴巴後方的牙齒，就在智齒之前。,The dentist performs a procedure to protect the kids' molar teeth from cavities.,這位牙醫師正在進行醫療程序來保護小朋友的牙齒免於蛀牙。,https://www.youtube.com/watch?v=pSkJ1fZ4BPE,True
hglMnRDIraM,Word of the Day: origami (n) 摺紙,origami (n),摺紙,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿鳴國中,ok,lukang,Origami is the art of folding paper to create art.,摺紙是將紙摺成作品的藝術。,"Origami artists use paper to create flowers, stars, and even animals such as cranes and fish.",摺紙藝術家使用紙張創造花朵、星星，甚至像鶴與魚的動物。,https://www.youtube.com/watch?v=hglMnRDIraM,False
aRjxmsVJU_w,Word of the Day: judo (n) 柔道,judo (n),柔道,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿港鎮鹿鳴國中,ok,lukang,Judo is a martial art that originated in Japan.,柔道是一種起源於日本的武術。,"The students begin judo training by practicing rolls, flips, and cartwheels, and then move on to practicing throws with partners.",學生們通過練習翻滾、空翻和側手翻開始柔道訓練，然後繼續與夥伴一起練摔。,https://www.youtube.com/watch?v=aRjxmsVJU_w,True
GdO4aS_O9Jg,Word of the Day: origami (n) 摺紙,origami (n),摺紙,lushang,彰化縣芳苑鄉路上國小,彰化縣芳苑鄉路上國小,ok,fangyuan,Origami is the art of folding paper to create art.,摺紙是將紙摺成作品的藝術。,"Origami artists use paper to create flowers, stars, and even animals such as cranes and fish.",摺紙藝術家使用紙張創造花朵、星星，甚至像鶴與魚的動物。,https://www.youtube.com/watch?v=GdO4aS_O9Jg,False
UBP4TY6GzP4,Word of the Day: educational resources (n) 教育資源,educational resources (n),教育資源,luming,彰化縣鹿港鎮鹿鳴國中,彰化縣鹿港鎮鹿鳴國中,ok,lukang,In class students have an opportunity to use tablets to access educational resources online.,在課堂上，學生有機會使用平板在線上取得教育資源。,"With so many educational resources available for free online, students can easily review important concepts or even learn new topics at their own pace.",有如此多的線上免費教育資源，學生可以輕鬆複習重要概念，甚至可以按照自己的進度學習新主題。,https://www.youtube.com/watch?v=UBP4TY6GzP4,True
8-p574JN2DM,Word of the Day: high jump (n) 跳高,high jump (n),跳高,pinghe,彰化縣彰化市平和國小,彰化市平和國小,ok,changhua-city,The high jump takes a lot of practice.,跳高需要很多的練習。,The high jump is a fun event to watch.,跳高是很好看的比賽項目。,https://www.youtube.com/watch?v=8-p574JN2DM,False
AZ9V5q6myxQ,Word of the Day: reading 閱讀,reading,閱讀,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,Look at the students: they’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=AZ9V5q6myxQ,False
GKR5F5NouMg,Word of the Day: drums (n) 鼓,drums (n),鼓,huatang-jh,彰化縣花壇鄉花壇國中,彰化縣花壇國中,ok,huatan,Drums are played in many ceremonies around Taiwan.,在台灣各地的許多儀式慶典中常有鼓演奏。,The students perform drums in front of a crowd.,學生們在人群面前表演擊鼓。,https://www.youtube.com/watch?v=GKR5F5NouMg,True
